checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
0_checking,24.0,Existing_credits_paid_till_now,new_car,5486.097702943333,Unknown_or_no_savings_acct,4_to_7yrs,4,female_divorced/separated/married,,4,unknown/no_property,32.0,none,rent,1,skilled_employee/official,1,no,yes,1
more_than_200,6.0,Critical_acct_other_credits_existing,new_car,1852.8971907631503,<100DM,1_to_4yrs,1,male_single,,1,real_estate,74.0,none,own,3,unemployed/unskilled_nonresident,2,no,no,0
more_than_200,15.0,Critical_acct_other_credits_existing,radio/television,6224.662878451803,Unknown_or_no_savings_acct,1_to_4yrs,3,male_single,,4,unknown/no_property,39.0,none,for_free,2,skilled_employee/official,1,yes,yes,1
,24.0,Existing_credits_paid_till_now,new_car,4344.587689887017,<100DM,1_to_4yrs,2,male_single,guarantor,2,real_estate,,none,own,1,skilled_employee/official,1,yes,yes,0
0_checking,12.0,Critical_acct_other_credits_existing,new_car,6824.0,<100DM,>7yrs,4,male_single,,3,building_society_savings_agreement/life_insurance,35.0,none,own,2,skilled_employee/official,1,no,yes,1
,15.0,Critical_acct_other_credits_existing,new_car,1083.0,Unknown_or_no_savings_acct,>7yrs,1,female_divorced/separated/married,,4,car_or_other_nonsavings,59.0,none,own,1,skilled_employee/official,1,yes,yes,0
0_checking,18.0,Critical_acct_other_credits_existing,furniture/equipment,6820.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,,4,real_estate,24.0,none,rent,2,skilled_employee/official,1,no,yes,1
0_checking,12.0,Existing_credits_paid_till_now,radio/television,2258.161535918492,<100DM,1_to_4yrs,4,male_single,,3,building_society_savings_agreement/life_insurance,24.0,none,own,1,unskilled_resident,1,no,yes,0
,21.0,Critical_acct_other_credits_existing,new_car,11339.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,,4,unknown/no_property,30.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
,24.0,,new_car,2292.0,100_to_500DM,4_to_7yrs,4,male_married/widowed,,3,building_society_savings_agreement/life_insurance,27.0,none,own,2,skilled_employee/official,1,yes,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,radio/television,3748.517194567169,<100DM,>7yrs,3,male_married/widowed,guarantor,3,real_estate,40.0,bank,own,2,unskilled_resident,1,no,yes,0
0_checking,30.0,Existing_credits_paid_till_now,furniture/equipment,8322.676975205311,<100DM,<1yr,2,male_divorced/separated,,4,building_society_savings_agreement/life_insurance,31.0,none,own,1,unskilled_resident,1,no,yes,1
,10.0,Existing_credits_paid_till_now,used_car,699.0,Unknown_or_no_savings_acct,<1yr,1,female_divorced/separated/married,,4,real_estate,31.0,none,rent,1,skilled_employee/official,1,no,yes,0
from_0_to_200,12.0,Critical_acct_other_credits_existing,furniture/equipment,1676.0,<100DM,>7yrs,1,male_single,,4,car_or_other_nonsavings,28.0,none,rent,3,skilled_employee/official,1,yes,yes,0
,12.0,Critical_acct_other_credits_existing,radio/television,629.1939429899294,<100DM,>7yrs,2,male_single,,4,real_estate,63.0,none,own,2,unskilled_resident,1,yes,yes,0
0_checking,24.0,Existing_credits_paid_till_now,used_car,2546.1978973040978,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,,4,real_estate,26.0,none,rent,1,skilled_employee/official,1,no,yes,0
0_checking,36.0,,education,12073.0,<100DM,1_to_4yrs,3,female_divorced/separated/married,,2,unknown/no_property,,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
,21.0,Critical_acct_other_credits_existing,used_car,1545.0,<100DM,>7yrs,1,male_single,,4,car_or_other_nonsavings,36.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
,24.0,Critical_acct_other_credits_existing,radio/television,860.556905395164,100_to_500DM,>7yrs,4,male_single,,4,building_society_savings_agreement/life_insurance,52.0,bank,own,2,skilled_employee/official,1,no,yes,0
more_than_200,12.0,Critical_acct_other_credits_existing,new_car,3628.0,500_to_1000DM,unemployed,2,male_single,,4,unknown/no_property,66.0,bank,for_free,3,unemployed/unskilled_nonresident,1,no,yes,0
0_checking,24.0,Existing_credits_paid_till_now,new_car,8899.525445697403,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,,4,real_estate,,none,rent,1,skilled_employee/official,1,no,yes,1
,36.0,Critical_acct_other_credits_existing,new_car,982.0,<100DM,4_to_7yrs,4,male_single,,4,car_or_other_nonsavings,37.0,none,own,2,skilled_employee/official,1,yes,yes,0
0_checking,18.0,Existing_credits_paid_till_now,radio/television,1771.0,<100DM,4_to_7yrs,4,female_divorced/separated/married,guarantor,1,real_estate,25.0,none,own,1,skilled_employee/official,1,no,yes,0
,36.0,Critical_acct_other_credits_existing,used_car,1225.0,>1000DM,>7yrs,4,male_single,,2,car_or_other_nonsavings,38.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,18.0,,repairs,2877.2606028908635,<100DM,unemployed,2,female_divorced/separated/married,,4,car_or_other_nonsavings,67.0,none,own,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,,Critical_acct_other_credits_existing,radio/television,5332.0,<100DM,4_to_7yrs,2,male_single,guarantor,2,real_estate,25.0,none,own,2,skilled_employee/official,1,no,yes,1
,24.0,Critical_acct_other_credits_existing,new_car,4968.0,>1000DM,>7yrs,4,male_single,,4,real_estate,60.0,none,own,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,12.0,No_credits_taken_or_all_paid,retraining,2759.38593167107,<100DM,1_to_4yrs,2,male_single,,2,real_estate,31.0,none,own,1,unskilled_resident,1,yes,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,new_car,1403.0,100_to_500DM,<1yr,4,female_divorced/separated/married,,2,building_society_savings_agreement/life_insurance,23.0,bank,own,1,unskilled_resident,1,no,yes,1
from_0_to_200,20.0,Existing_credits_paid_till_now,used_car,2238.0,Unknown_or_no_savings_acct,unemployed,1,male_divorced/separated,,4,real_estate,60.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,18.0,Existing_credits_paid_till_now,business,4593.0,>1000DM,1_to_4yrs,4,male_single,,2,building_society_savings_agreement/life_insurance,35.0,none,own,1,unskilled_resident,1,yes,yes,0
,22.0,Existing_credits_paid_till_now,radio/television,3337.0670094810707,500_to_1000DM,>7yrs,3,male_single,,4,car_or_other_nonsavings,40.0,none,own,1,skilled_employee/official,1,no,yes,0
,48.0,Critical_acct_other_credits_existing,used_car,3816.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,,3,car_or_other_nonsavings,38.0,none,own,2,skilled_employee/official,2,yes,yes,0
from_0_to_200,48.0,Delay_in_past,education,7239.0,<100DM,>7yrs,4,male_single,,4,unknown/no_property,50.0,none,for_free,1,skilled_employee/official,1,no,yes,1
0_checking,40.0,Critical_acct_other_credits_existing,education,7950.0,<100DM,1_to_4yrs,4,male_single,,3,unknown/no_property,27.0,bank,own,1,skilled_employee/official,1,yes,yes,1
from_0_to_200,21.0,Existing_credits_paid_till_now,business,8422.0,<100DM,>7yrs,2,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,39.0,none,own,1,skilled_employee/official,2,no,yes,1
,,Existing_credits_paid_till_now,used_car,3918.1513424180102,Unknown_or_no_savings_acct,>7yrs,3,male_single,,4,car_or_other_nonsavings,41.0,none,own,1,management_self-employed_highly_qualified/officer,2,yes,yes,0
,6.0,Critical_acct_other_credits_existing,furniture/equipment,4057.0,Unknown_or_no_savings_acct,1_to_4yrs,1,male_married/widowed,,2,building_society_savings_agreement/life_insurance,27.0,none,own,2,skilled_employee/official,1,no,yes,0
more_than_200,24.0,Existing_credits_paid_till_now,furniture/equipment,3667.064140847944,<100DM,>7yrs,3,male_divorced/separated,,4,unknown/no_property,51.0,none,for_free,1,skilled_employee/official,1,no,yes,0
,24.0,Existing_credits_paid_till_now,furniture/equipment,3303.0,500_to_1000DM,>7yrs,4,male_single,,3,unknown/no_property,32.0,none,rent,1,skilled_employee/official,1,yes,yes,0
,9.0,Existing_credits_paid_till_now,furniture/equipment,3928.921628877256,100_to_500DM,<1yr,2,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,22.0,none,rent,1,skilled_employee/official,1,no,yes,0
0_checking,18.0,Existing_credits_paid_till_now,used_car,5025.0,Unknown_or_no_savings_acct,>7yrs,1,male_single,,4,building_society_savings_agreement/life_insurance,,none,for_free,1,skilled_employee/official,2,yes,yes,1
,12.0,Critical_acct_other_credits_existing,furniture/equipment,1169.0,<100DM,<1yr,2,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,22.0,none,rent,2,unskilled_resident,1,no,yes,0
,24.0,Delay_in_past,new_car,3858.6818981221663,Unknown_or_no_savings_acct,>7yrs,4,male_married/widowed,,4,car_or_other_nonsavings,54.0,none,own,2,skilled_employee/official,1,yes,yes,0
from_0_to_200,,Existing_credits_paid_till_now,new_car,2365.0,Unknown_or_no_savings_acct,<1yr,4,male_single,,2,real_estate,35.0,none,own,1,unemployed/unskilled_nonresident,1,no,yes,0
,24.0,Critical_acct_other_credits_existing,education,1435.0,<100DM,>7yrs,4,male_single,,4,unknown/no_property,54.0,none,for_free,2,skilled_employee/official,2,no,yes,0
from_0_to_200,18.0,Critical_acct_other_credits_existing,radio/television,3198.4668793722603,<100DM,>7yrs,3,female_divorced/separated/married,guarantor,4,real_estate,48.0,bank,rent,2,unskilled_resident,1,yes,yes,0
0_checking,20.0,Critical_acct_other_credits_existing,furniture/equipment,4404.0,<100DM,>7yrs,1,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,24.0,none,own,2,skilled_employee/official,1,no,yes,0
,12.0,Critical_acct_other_credits_existing,radio/television,3318.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,,4,car_or_other_nonsavings,35.0,none,own,2,skilled_employee/official,1,no,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,new_car,505.0,Unknown_or_no_savings_acct,unemployed,1,female_divorced/separated/married,,2,real_estate,24.0,none,rent,1,unemployed/unskilled_nonresident,1,no,yes,0
0_checking,36.0,Existing_credits_paid_till_now,new_car,17848.0,<100DM,4_to_7yrs,2,male_single,,1,car_or_other_nonsavings,24.0,none,own,1,skilled_employee/official,1,yes,yes,1
from_0_to_200,6.0,Existing_credits_paid_till_now,radio/television,1588.0,<100DM,<1yr,3,male_married/widowed,,3,real_estate,26.0,none,own,1,unskilled_resident,1,no,no,0
,12.0,Critical_acct_other_credits_existing,radio/television,1711.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,,4,real_estate,65.0,none,own,4,skilled_employee/official,1,no,yes,0
from_0_to_200,42.0,All_credits_paid_duly,used_car,570.5083779182714,<100DM,unemployed,1,male_single,,2,unknown/no_property,55.0,bank,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,15.0,No_credits_taken_or_all_paid,new_car,8988.223626600162,<100DM,<1yr,2,female_divorced/separated/married,,1,real_estate,26.0,none,rent,2,unemployed/unskilled_nonresident,1,no,yes,1
from_0_to_200,8.0,Existing_credits_paid_till_now,business,2012.0,<100DM,<1yr,3,male_married/widowed,,2,real_estate,26.0,none,own,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,6.0,Existing_credits_paid_till_now,radio/television,2917.0,<100DM,4_to_7yrs,3,male_married/widowed,guarantor,3,real_estate,28.0,bank,own,1,unskilled_resident,1,no,yes,0
0_checking,36.0,Critical_acct_other_credits_existing,used_car,11207.0,<100DM,4_to_7yrs,4,male_single,,4,car_or_other_nonsavings,24.0,none,own,2,skilled_employee/official,1,yes,yes,1
0_checking,48.0,Existing_credits_paid_till_now,domestic_appliances,9253.0,<100DM,1_to_4yrs,3,male_single,,4,car_or_other_nonsavings,54.0,none,own,1,skilled_employee/official,1,no,yes,1
0_checking,48.0,Existing_credits_paid_till_now,new_car,6299.685412097012,<100DM,4_to_7yrs,4,male_single,,4,unknown/no_property,46.0,none,for_free,1,skilled_employee/official,2,no,yes,1
from_0_to_200,36.0,Delay_in_past,new_car,1529.0,<100DM,1_to_4yrs,2,female_divorced/separated/married,,2,building_society_savings_agreement/life_insurance,54.0,none,rent,1,skilled_employee/official,1,no,yes,0
,6.0,Existing_credits_paid_till_now,domestic_appliances,819.0,500_to_1000DM,1_to_4yrs,1,male_divorced/separated,,4,real_estate,62.0,none,own,1,skilled_employee/official,1,no,yes,0
,6.0,Critical_acct_other_credits_existing,radio/television,2082.0,<100DM,4_to_7yrs,1,female_divorced/separated/married,,2,car_or_other_nonsavings,24.0,none,rent,2,skilled_employee/official,1,yes,yes,0
0_checking,,Existing_credits_paid_till_now,other,3603.50904213526,<100DM,unemployed,2,male_divorced/separated,co-applicant,3,car_or_other_nonsavings,43.0,none,own,1,management_self-employed_highly_qualified/officer,1,no,yes,0
0_checking,18.0,Existing_credits_paid_till_now,radio/television,10990.0,<100DM,1_to_4yrs,4,male_married/widowed,,3,real_estate,26.0,bank,own,1,skilled_employee/official,1,no,yes,1
,12.0,Existing_credits_paid_till_now,new_car,2686.0,<100DM,1_to_4yrs,3,male_married/widowed,,2,real_estate,27.0,none,own,2,skilled_employee/official,1,yes,yes,0
more_than_200,12.0,Existing_credits_paid_till_now,radio/television,4391.0,<100DM,1_to_4yrs,3,male_married/widowed,,1,car_or_other_nonsavings,24.0,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,36.0,Existing_credits_paid_till_now,furniture/equipment,8161.0,<100DM,>7yrs,2,male_single,,2,building_society_savings_agreement/life_insurance,41.0,bank,own,1,skilled_employee/official,2,no,yes,1
0_checking,8.0,Critical_acct_other_credits_existing,new_car,3489.0,<100DM,>7yrs,4,male_single,,4,real_estate,47.0,none,own,2,unskilled_resident,1,no,yes,0
,18.0,Critical_acct_other_credits_existing,furniture/equipment,3710.0,<100DM,<1yr,3,male_divorced/separated,,2,car_or_other_nonsavings,35.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_checking,21.0,Critical_acct_other_credits_existing,new_car,689.3773567673462,<100DM,>7yrs,4,male_married/widowed,,3,car_or_other_nonsavings,,none,own,2,skilled_employee/official,1,yes,yes,0
0_checking,18.0,Critical_acct_other_credits_existing,new_car,6422.120522295574,<100DM,>7yrs,1,female_divorced/separated/married,,4,real_estate,33.0,bank,rent,3,skilled_employee/official,1,yes,yes,1
,18.0,No_credits_taken_or_all_paid,business,16798.0,<100DM,1_to_4yrs,2,male_single,,2,car_or_other_nonsavings,36.0,stores,own,2,skilled_employee/official,2,no,yes,1
0_checking,36.0,Existing_credits_paid_till_now,used_car,12334.0,Unknown_or_no_savings_acct,>7yrs,3,male_single,,4,unknown/no_property,47.0,none,for_free,1,skilled_employee/official,1,no,yes,1
from_0_to_200,48.0,Delay_in_past,business,4406.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,,4,unknown/no_property,38.0,none,for_free,1,skilled_employee/official,2,yes,yes,0
,24.0,Delay_in_past,business,2614.398934634047,500_to_1000DM,1_to_4yrs,4,male_single,,2,car_or_other_nonsavings,44.0,none,own,2,skilled_employee/official,2,yes,yes,0
0_checking,18.0,,new_car,6325.0,<100DM,<1yr,4,female_divorced/separated/married,,3,car_or_other_nonsavings,23.0,none,rent,1,skilled_employee/official,1,yes,yes,1
0_checking,45.0,No_credits_taken_or_all_paid,business,7562.218741185306,<100DM,>7yrs,2,male_single,,4,car_or_other_nonsavings,29.0,none,rent,2,skilled_employee/official,1,no,yes,1
from_0_to_200,24.0,Existing_credits_paid_till_now,radio/television,4070.820446045727,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,,4,car_or_other_nonsavings,42.0,none,own,1,skilled_employee/official,1,yes,yes,0
more_than_200,15.0,Existing_credits_paid_till_now,radio/television,5182.0,<100DM,<1yr,2,female_divorced/separated/married,,3,real_estate,25.0,none,own,1,unskilled_resident,1,no,yes,1
0_checking,12.0,No_credits_taken_or_all_paid,new_car,6777.684554752051,<100DM,1_to_4yrs,4,male_single,,4,car_or_other_nonsavings,48.0,bank,own,2,skilled_employee/official,1,no,yes,1
,12.0,Existing_credits_paid_till_now,radio/television,4640.613097493921,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,,2,car_or_other_nonsavings,21.0,none,own,1,skilled_employee/official,1,no,yes,0
,4.0,,furniture/equipment,2735.0,<100DM,<1yr,1,female_divorced/separated/married,,3,real_estate,23.0,none,rent,1,unskilled_resident,2,no,yes,0
0_checking,24.0,Critical_acct_other_credits_existing,used_car,1691.0,<100DM,>7yrs,4,male_single,,4,building_society_savings_agreement/life_insurance,63.0,none,own,2,skilled_employee/official,1,yes,yes,0
,24.0,Critical_acct_other_credits_existing,radio/television,2049.0,<100DM,>7yrs,4,male_married/widowed,co-applicant,3,real_estate,46.0,none,own,2,skilled_employee/official,1,no,yes,0
0_checking,36.0,Existing_credits_paid_till_now,furniture/equipment,9061.56384837929,<100DM,4_to_7yrs,4,male_single,,2,building_society_savings_agreement/life_insurance,29.0,none,own,1,skilled_employee/official,1,no,yes,1
,21.0,Delay_in_past,used_car,1122.9908716959435,<100DM,1_to_4yrs,3,male_single,,2,real_estate,28.0,stores,own,2,unskilled_resident,1,no,yes,0
,18.0,Existing_credits_paid_till_now,repairs,8272.271357982745,<100DM,<1yr,4,female_divorced/separated/married,,4,real_estate,23.0,none,own,1,skilled_employee/official,1,no,yes,1
,24.0,All_credits_paid_duly,business,2919.0,<100DM,4_to_7yrs,4,male_single,,4,car_or_other_nonsavings,50.0,bank,own,1,skilled_employee/official,1,yes,yes,0
,18.0,Existing_credits_paid_till_now,furniture/equipment,2254.194528952543,<100DM,>7yrs,4,male_single,,4,building_society_savings_agreement/life_insurance,47.0,bank,own,3,skilled_employee/official,2,yes,yes,0
from_0_to_200,21.0,Existing_credits_paid_till_now,furniture/equipment,2354.144993498808,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,,3,car_or_other_nonsavings,35.0,none,own,1,skilled_employee/official,1,yes,yes,0
,18.0,Existing_credits_paid_till_now,new_car,14105.0,Unknown_or_no_savings_acct,1_to_4yrs,2,male_single,,4,car_or_other_nonsavings,,none,rent,2,skilled_employee/official,1,no,yes,1
,24.0,Existing_credits_paid_till_now,new_car,713.0,<100DM,<1yr,4,male_married/widowed,,2,real_estate,28.0,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,,Existing_credits_paid_till_now,radio/television,4078.0,<100DM,4_to_7yrs,3,male_single,,4,real_estate,59.0,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,12.0,Existing_credits_paid_till_now,radio/television,13211.0,<100DM,>7yrs,4,male_single,,4,real_estate,57.0,stores,own,1,unskilled_resident,1,no,yes,1
0_checking,,Critical_acct_other_credits_existing,new_car,10113.0,<100DM,1_to_4yrs,4,male_married/widowed,guarantor,2,building_society_savings_agreement/life_insurance,33.0,bank,rent,2,skilled_employee/official,1,no,no,1
,24.0,Critical_acct_other_credits_existing,used_car,881.0,Unknown_or_no_savings_acct,4_to_7yrs,3,male_single,,4,building_society_savings_agreement/life_insurance,43.0,none,own,2,skilled_employee/official,1,yes,yes,0
,15.0,Critical_acct_other_credits_existing,radio/television,2577.778367201433,<100DM,1_to_4yrs,4,male_single,,4,unknown/no_property,35.0,none,for_free,2,skilled_employee/official,1,yes,yes,0
0_checking,18.0,All_credits_paid_duly,new_car,11950.0,<100DM,4_to_7yrs,4,male_single,,4,unknown/no_property,32.0,none,for_free,2,unskilled_resident,2,no,yes,1
,36.0,Delay_in_past,new_car,2913.0,<100DM,>7yrs,2,male_single,,2,car_or_other_nonsavings,,none,own,2,skilled_employee/official,2,yes,yes,0
,24.0,Existing_credits_paid_till_now,new_car,3314.0,100_to_500DM,<1yr,4,male_married/widowed,,3,real_estate,33.0,none,own,1,skilled_employee/official,1,yes,yes,0
,10.0,Existing_credits_paid_till_now,retraining,1670.690847739207,Unknown_or_no_savings_acct,4_to_7yrs,4,female_divorced/separated/married,,3,building_society_savings_agreement/life_insurance,40.0,none,own,1,skilled_employee/official,1,yes,yes,0
,15.0,Critical_acct_other_credits_existing,furniture/equipment,3348.265079948738,<100DM,1_to_4yrs,4,male_single,,2,unknown/no_property,28.0,none,for_free,1,skilled_employee/official,1,yes,yes,0
0_checking,15.0,Existing_credits_paid_till_now,new_car,8880.059948156095,<100DM,1_to_4yrs,3,female_divorced/separated/married,,2,building_society_savings_agreement/life_insurance,,none,own,1,skilled_employee/official,1,yes,yes,1
,9.0,Existing_credits_paid_till_now,new_car,1105.7636291576946,100_to_500DM,1_to_4yrs,1,male_single,guarantor,2,real_estate,26.0,none,rent,1,skilled_employee/official,2,no,no,0
,24.0,Critical_acct_other_credits_existing,used_car,579.0,>1000DM,1_to_4yrs,4,male_single,,2,real_estate,27.0,none,own,2,skilled_employee/official,1,no,yes,0
,18.0,Delay_in_past,business,5553.975833701668,<100DM,1_to_4yrs,4,male_married/widowed,,2,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,1,yes,yes,1
0_checking,24.0,Existing_credits_paid_till_now,radio/television,8267.0,<100DM,<1yr,4,female_divorced/separated/married,,4,real_estate,35.0,none,own,1,skilled_employee/official,1,yes,yes,1
from_0_to_200,21.0,Existing_credits_paid_till_now,furniture/equipment,1917.0,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,,3,car_or_other_nonsavings,35.0,none,own,1,skilled_employee/official,1,yes,yes,0
,27.0,Critical_acct_other_credits_existing,furniture/equipment,4667.039124916433,>1000DM,<1yr,4,male_single,,2,real_estate,32.0,stores,own,2,unskilled_resident,2,yes,yes,0
,10.0,Existing_credits_paid_till_now,furniture/equipment,19618.0,<100DM,1_to_4yrs,2,male_single,,2,real_estate,25.0,bank,rent,1,unskilled_resident,1,no,yes,1
,15.0,Existing_credits_paid_till_now,furniture/equipment,2789.9870623288075,500_to_1000DM,1_to_4yrs,2,female_divorced/separated/married,,4,car_or_other_nonsavings,20.0,none,rent,1,skilled_employee/official,1,no,yes,0
0_checking,18.0,Existing_credits_paid_till_now,radio/television,2985.745225069132,<100DM,<1yr,4,female_divorced/separated/married,,1,car_or_other_nonsavings,27.0,stores,own,1,skilled_employee/official,1,no,yes,0
,12.0,Critical_acct_other_credits_existing,furniture/equipment,2713.0,<100DM,>7yrs,2,male_single,,4,building_society_savings_agreement/life_insurance,42.0,stores,own,1,skilled_employee/official,1,no,yes,0
,36.0,Existing_credits_paid_till_now,business,2941.0,Unknown_or_no_savings_acct,>7yrs,3,male_single,,2,building_society_savings_agreement/life_insurance,37.0,none,own,2,skilled_employee/official,1,no,yes,0
0_checking,12.0,Existing_credits_paid_till_now,furniture/equipment,656.0,<100DM,>7yrs,4,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,24.0,none,rent,1,skilled_employee/official,1,no,yes,0
,36.0,Delay_in_past,furniture/equipment,1930.0,500_to_1000DM,4_to_7yrs,2,female_divorced/separated/married,,4,car_or_other_nonsavings,40.0,none,own,2,skilled_employee/official,1,yes,yes,0
more_than_200,6.0,Critical_acct_other_credits_existing,new_car,974.0139962917648,<100DM,>7yrs,1,male_single,,4,real_estate,46.0,none,own,2,skilled_employee/official,2,no,no,0
0_checking,24.0,Critical_acct_other_credits_existing,business,3623.0,100_to_500DM,4_to_7yrs,4,male_single,,1,real_estate,26.0,none,own,2,skilled_employee/official,1,yes,yes,0
,15.0,Existing_credits_paid_till_now,domestic_appliances,1030.646378714941,Unknown_or_no_savings_acct,<1yr,4,female_divorced/separated/married,,1,real_estate,24.0,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,,Existing_credits_paid_till_now,furniture/equipment,1146.0,<100DM,1_to_4yrs,2,male_single,co-applicant,2,building_society_savings_agreement/life_insurance,,none,own,1,unskilled_resident,2,no,yes,0
from_0_to_200,11.0,Critical_acct_other_credits_existing,new_car,1910.819818468928,>1000DM,1_to_4yrs,4,female_divorced/separated/married,,4,car_or_other_nonsavings,,none,own,2,skilled_employee/official,1,no,yes,0
0_checking,18.0,All_credits_paid_duly,radio/television,4308.900877498341,<100DM,<1yr,3,male_single,co-applicant,4,unknown/no_property,36.0,bank,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
,36.0,Existing_credits_paid_till_now,radio/television,811.0,<100DM,>7yrs,4,male_single,,2,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,9.0,Existing_credits_paid_till_now,new_car,13629.0,<100DM,<1yr,3,male_single,,2,unknown/no_property,27.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
,30.0,Critical_acct_other_credits_existing,radio/television,3433.0,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,,3,building_society_savings_agreement/life_insurance,36.0,none,own,2,skilled_employee/official,1,no,yes,0
,24.0,Existing_credits_paid_till_now,used_car,3330.7561269327234,<100DM,4_to_7yrs,3,male_single,,3,car_or_other_nonsavings,38.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
,24.0,Existing_credits_paid_till_now,used_car,4249.0,Unknown_or_no_savings_acct,1_to_4yrs,2,male_divorced/separated,,4,unknown/no_property,48.0,none,for_free,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,30.0,Critical_acct_other_credits_existing,new_car,1018.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,,4,real_estate,36.0,none,own,2,skilled_employee/official,1,no,yes,0
,18.0,Critical_acct_other_credits_existing,radio/television,3900.0,<100DM,unemployed,4,female_divorced/separated/married,,4,car_or_other_nonsavings,65.0,none,own,2,unemployed/unskilled_nonresident,1,no,yes,0
from_0_to_200,24.0,,furniture/equipment,9168.0,<100DM,4_to_7yrs,3,male_divorced/separated,,3,car_or_other_nonsavings,43.0,none,own,1,skilled_employee/official,1,yes,yes,1
0_checking,12.0,Existing_credits_paid_till_now,education,7590.894993872971,<100DM,<1yr,4,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,53.0,none,own,1,skilled_employee/official,1,no,yes,1
from_0_to_200,24.0,Critical_acct_other_credits_existing,business,797.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,,3,unknown/no_property,34.0,none,own,2,skilled_employee/official,2,yes,yes,0
from_0_to_200,48.0,Existing_credits_paid_till_now,business,8689.023519345621,<100DM,1_to_4yrs,2,male_single,,2,car_or_other_nonsavings,23.0,none,own,1,skilled_employee/official,1,yes,yes,1
,36.0,Critical_acct_other_credits_existing,new_car,2136.70425937818,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,34.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
,28.0,All_credits_paid_duly,used_car,4193.0,Unknown_or_no_savings_acct,<1yr,3,male_single,guarantor,4,real_estate,40.0,bank,rent,2,skilled_employee/official,2,yes,yes,0
0_checking,27.0,Critical_acct_other_credits_existing,business,4086.491745378467,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,43.0,stores,own,4,management_self-employed_highly_qualified/officer,2,yes,yes,0
,15.0,Critical_acct_other_credits_existing,radio/television,3548.896670317613,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,46.0,none,own,2,skilled_employee/official,1,yes,yes,0
0_checking,,Critical_acct_other_credits_existing,new_car,2785.0,<100DM,1_to_4yrs,4,male_single,,4,building_society_savings_agreement/life_insurance,38.0,bank,own,2,unskilled_resident,1,no,no,0
from_0_to_200,36.0,,used_car,4621.0,<100DM,1_to_4yrs,3,male_single,,4,car_or_other_nonsavings,34.0,none,own,2,skilled_employee/official,1,yes,yes,0
